,COLLEGE,OVERALL,OFFENSE,DEFENSE,SPECIAL,YEAR
555,TLSA,43.0,35.3,46.2,69.7,2009
556,BAY,43.0,45.8,47.2,36.2,2009
557,BGSU,41.7,47.2,38.3,51.3,2009
558,UAB,40.1,54.4,35.9,35.9,2009
559,IU,40.0,45.3,39.2,48.0,2009
560,VAN,39.5,32.0,54.0,41.4,2009
561,ILL,39.0,51.4,34.3,40.7,2009
562,BUFF,38.7,43.6,45.2,29.0,2009
563,COLO,37.0,24.5,62.6,34.3,2009
564,WYO,36.8,27.7,51.5,50.1,2009
565,SYR,36.4,36.8,42.0,46.7,2009
566,LOU,34.2,42.1,35.5,39.5,2009
567,MD,33.7,29.8,44.4,46.7,2009
568,USU,33.6,50.2,29.6,33.1,2009
569,ULM,33.1,35.6,42.0,34.0,2009
570,UTEP,33.0,50.4,26.9,36.3,2009
571,IDHO,31.9,64.6,14.4,43.3,2009
572,HAW,31.5,42.6,26.9,54.2,2009
573,CSU,31.4,48.9,30.1,25.4,2009
574,KENT,31.2,20.6,46.6,56.8,2009
575,FAU,30.4,61.8,15.6,29.2,2009
576,ARST,30.1,26.4,36.6,64.7,2009
577,UNLV,30.0,44.0,23.2,55.2,2009
578,WMU,29.5,30.0,35.6,53.5,2009
579,ULL,28.7,33.1,33.3,45.1,2009
580,SDSU,28.2,34.8,33.3,37.2,2009
581,TOL,27.0,49.2,22.4,26.2,2009
582,MEM,26.4,32.7,33.9,31.5,2009
583,ARMY,24.7,14.7,53.6,34.6,2009
584,AKR,21.6,18.7,35.1,45.3,2009
585,FIU,21.5,22.1,26.2,63.9,2009
586,UNT,20.8,39.5,19.7,26.8,2009
587,BALL,20.8,14.6,34.2,60.5,2009
588,UNM,18.7,25.4,26.9,31.2,2009
589,M-OH,16.2,24.1,28.8,16.1,2009
590,TULN,15.6,29.2,17.7,31.5,2009
591,SJSU,15.5,15.7,27.5,44.7,2009
592,WKU,13.9,27.5,13.0,47.5,2009
593,RICE,13.3,18.1,19.9,43.9,2009
594,NMSU,11.0,6.5,30.3,51.4,2009
595,WSU,9.3,12.5,21.0,27.2,2009
596,EMU,7.9,15.9,10.7,45.6,2009
597,BSU,92.6,87.8,86.9,57.1,2010
598,STAN,91.4,91.9,76.4,54.4,2010
599,ALA,89.8,87.7,79.1,60.7,2010
600,OSU,88.9,80.0,87.0,54.8,2010
601,TCU,88.1,79.7,83.9,63.1,2010
602,ORE,87.2,81.2,83.2,48.2,2010
603,AUB,84.0,92.4,57.2,50.3,2010
604,ARK,80.6,80.7,69.9,51.3,2010
605,WISC,80.4,84.0,63.0,56.0,2010
606,VT,80.0,77.5,66.0,72.8,2010
607,OKLA,79.9,71.5,77.3,57.4,2010
608,SC,78.4,75.0,74.7,40.5,2010
609,MIZ,77.1,63.6,76.8,64.4,2010
610,LSU,77.1,60.4,75.9,76.0,2010
611,OKST,76.7,74.0,67.2,62.2,2010
612,NEB,75.6,60.4,77.9,61.1,2010
613,FSU,75.5,72.6,64.8,67.6,2010
614,NEV,74.2,84.3,48.7,48.3,2010
615,IOWA,72.9,66.2,69.6,55.7,2010
616,NCST,72.4,58.3,74.3,65.4,2010
617,UGA,71.4,67.8,61.9,67.9,2010
618,USC,70.1,69.3,57.2,68.8,2010
619,WVU,69.1,49.0,84.1,38.1,2010
620,MSST,69.1,57.4,66.3,73.0,2010
621,UTAH,68.2,57.8,67.3,64.6,2010
622,FLA,68.2,52.0,76.2,50.5,2010
623,ASU,67.2,60.1,67.8,51.0,2010
624,PITT,66.2,63.9,61.5,53.2,2010
625,TA&M,66.0,50.5,76.8,40.9,2010
626,ILL,65.8,58.9,69.5,44.7,2010
627,ARIZ,65.8,68.9,61.4,32.8,2010
628,ND,65.7,49.4,71.2,61.6,2010
629,HAW,65.3,67.7,62.9,32.3,2010
630,NIU,65.2,72.1,51.1,51.6,2010
631,MIAMI,65.1,50.9,74.0,48.2,2010
632,MD,64.5,53.2,66.8,57.1,2010
633,MSU,64.1,67.3,55.2,52.7,2010
634,UCF,64.0,57.8,61.4,61.5,2010
635,CLEM,63.6,50.2,68.1,59.3,2010
636,SDSU,63.5,69.4,54.0,47.3,2010
637,ORST,63.3,64.3,52.0,69.9,2010
638,AFA,63.1,66.6,53.5,50.7,2010
639,CAL,61.1,42.0,75.0,46.3,2010
640,TENN,57.9,54.7,58.4,48.6,2010
641,TLSA,57.8,62.9,44.6,63.8,2010
642,BYU,56.6,43.1,66.2,56.9,2010
643,USF,56.5,42.7,64.3,57.8,2010
644,TTU,56.4,62.5,49.8,42.2,2010
645,LOU,55.9,51.3,53.5,63.6,2010
646,NAVY,55.2,70.0,43.6,29.9,2010
647,UNC,55.1,55.3,60.9,28.5,2010
648,CONN,54.9,40.4,63.1,59.9,2010
649,PSU,54.3,46.4,54.9,66.7,2010
650,BC,54.1,27.5,76.9,47.6,2010
651,WASH,54.0,55.6,50.6,50.9,2010
652,BAY,53.9,70.1,42.9,30.4,2010
653,UK,52.2,61.2,39.5,55.4,2010
654,USM,51.7,51.3,45.4,64.9,2010
655,SYR,51.1,40.3,59.5,54.4,2010
656,MICH,50.0,77.5,30.0,23.8,2010
657,KSU,49.9,58.9,35.7,65.2,2010
658,GT,48.8,51.5,45.4,53.3,2010
659,COLO,48.2,51.5,49.0,39.8,2010
660,ISU,47.2,43.7,50.4,54.1,2010
661,UCLA,47.1,35.2,54.6,65.2,2010
662,FRES,46.8,43.2,47.4,61.2,2010
663,TEX,46.7,28.5,69.6,47.6,2010
664,NW,46.6,51.4,40.2,58.7,2010
665,SMU,46.2,48.8,51.1,31.1,2010
666,TOL,46.2,37.9,60.9,35.4,2010
667,TEM,45.5,38.6,50.0,59.8,2010
668,FIU,44.6,46.1,45.5,48.6,2010
669,CIN,44.4,56.4,34.5,50.3,2010
670,OHIO,44.2,37.7,46.3,68.7,2010
671,ARMY,43.7,43.0,41.9,65.0,2010
672,MISS,43.5,49.7,42.7,41.7,2010
673,HOU,42.9,56.5,31.8,50.8,2010
674,TROY,42.8,44.5,41.5,56.5,2010
675,WMU,42.2,37.7,43.8,68.7,2010
676,UVA,39.6,51.4,33.3,44.3,2010
677,M-OH,39.0,30.3,54.2,47.8,2010
678,ECU,38.8,57.7,19.6,70.6,2010
679,LT,37.5,34.7,35.8,76.0,2010
680,PUR,36.8,23.5,52.2,60.2,2010
681,IU,36.3,55.3,26.9,33.2,2010
682,DUKE,35.9,42.4,30.0,65.1,2010
683,IDHO,35.7,37.5,42.0,41.6,2010
684,ARST,35.3,43.9,35.7,39.2,2010
685,RUTG,33.9,24.1,47.3,59.2,2010
686,WAKE,33.2,37.3,38.1,40.6,2010
687,WSU,33.2,39.7,31.7,55.2,2010
688,UAB,32.1,46.7,34.7,20.2,2010
689,KENT,31.2,20.3,54.6,35.3,2010
690,UTEP,31.0,39.5,25.3,68.6,2010
691,MINN,30.8,52.5,22.2,31.3,2010
692,CMU,30.4,33.1,37.0,43.1,2010
693,MRSH,29.2,24.6,44.4,39.1,2010
694,WYO,29.0,32.4,32.0,53.6,2010
695,VAN,28.7,19.5,46.1,49.3,2010
696,MTSU,27.7,19.9,40.1,61.5,2010
697,USU,26.6,34.9,32.3,31.3,2010
698,UNT,24.2,33.9,25.2,42.5,2010
699,KU,23.0,25.4,33.7,36.9,2010
700,ULM,22.8,23.6,36.5,35.4,2010
701,ULL,22.6,27.1,34.1,27.9,2010
702,FAU,22.6,20.8,34.4,45.8,2010
703,RICE,22.4,33.4,19.1,59.2,2010
704,BALL,22.1,18.1,30.5,66.0,2010
705,WKU,21.6,25.7,31.2,35.4,2010
706,TULN,21.4,30.4,32.1,18.8,2010
707,CSU,21.2,27.8,28.6,33.7,2010
708,BGSU,20.4,14.0,35.8,58.8,2010
709,SJSU,17.2,21.1,25.4,40.1,2010
710,BUFF,16.1,8.7,43.5,43.3,2010
711,UNLV,15.4,25.6,18.1,42.3,2010
712,EMU,13.0,39.5,7.9,29.2,2010
713,AKR,11.9,15.9,20.5,36.2,2010
714,UNM,11.2,13.3,25.4,26.6,2010
715,NMSU,10.2,15.0,16.3,42.2,2010
716,MEM,9.1,9.7,22.1,34.7,2010
717,ALA,92.5,80.4,94.5,49.1,2011
718,LSU,92.1,76.6,90.2,77.6,2011
719,OKST,90.3,88.1,78.4,67.5,2011
720,BSU,88.2,82.4,77.5,73.8,2011
721,ORE,87.0,86.5,78.0,45.0,2011
722,WIS,86.2,93.9,56.1,50.3,2011
723,STAN,85.9,86.4,70.2,59.9,2011
724,USC,82.3,79.9,68.6,70.0,2011
725,OKLA,80.9,69.0,81.9,55.2,2011
726,MICH,77.6,72.4,73.2,50.3,2011
727,MSU,76.1,57.2,80.0,63.2,2011
728,ARK,75.6,72.2,63.6,71.7,2011
729,TA&M,75.0,73.6,66.4,55.5,2011
730,TCU,74.8,74.2,63.3,61.2,2011
731,FSU,74.0,51.5,75.4,80.2,2011
732,UGA,73.4,61.3,81.5,38.2,2011
733,HOU,72.8,86.3,48.1,40.0,2011
734,SC,70.4,60.2,77.6,32.8,2011
735,VT,70.4,64.9,69.7,48.1,2011
736,BAY,70.1,90.9,36.2,34.0,2011
737,MIZ,70.0,68.2,64.4,51.4,2011
738,ND,69.5,64.1,70.0,41.7,2011
739,CIN,67.9,55.6,70.6,57.1,2011
740,TEX,67.9,44.7,81.9,51.2,2011
741,USM,67.8,54.1,72.5,56.7,2011
742,CAL,67.5,56.2,71.9,52.4,2011
743,NEB,66.9,64.0,58.3,65.9,2011
744,KSU,66.2,59.2,65.9,55.1,2011
745,ASU,65.1,65.4,53.9,64.4,2011
746,TEM,65.1,60.2,55.5,75.5,2011
747,TOL,64.3,66.4,52.8,59.9,2011
748,FLA,63.5,44.2,66.8,75.7,2011
749,UTAH,63.4,32.6,79.4,61.9,2011
750,GT,63.3,81.1,43.2,27.0,2011
751,MSST,61.7,47.0,66.3,62.5,2011
752,WVU,61.7,68.7,57.8,28.5,2011
753,PSU,60.7,35.9,78.3,50.8,2011
754,VAN,60.2,46.2,71.0,45.1,2011
755,OSU,59.7,49.3,66.2,49.7,2011
756,TLSA,59.6,53.9,60.3,53.1,2011
757,LT,59.3,38.1,73.4,56.8,2011
758,MIAMI,59.0,63.9,45.6,65.6,2011
759,USF,59.0,53.9,63.3,42.6,2011
760,CLEM,58.6,61.4,50.5,54.8,2011
761,IOWA,57.8,60.5,53.1,47.5,2011
762,BYU,57.8,52.4,57.6,59.1,2011
763,SMU,57.1,49.1,60.9,52.2,2011
764,WASH,55.4,69.0,36.5,61.4,2011
765,NW,55.1,71.4,35.3,46.6,2011
766,TENN,54.9,49.8,63.2,34.7,2011
767,RUTG,53.5,30.5,73.1,64.5,2011
768,UNC,53.0,54.5,52.7,43.3,2011
769,NIU,52.9,66.4,42.1,40.0,2011
770,NEV,52.7,58.4,50.6,34.3,2011
771,AUB,51.9,55.6,41.4,69.1,2011
772,ILL,51.9,30.7,79.0,29.6,2011
773,PITT,51.4,40.4,58.4,61.0,2011
774,UCF,51.3,53.2,54.8,33.1,2011
775,WAKE,51.0,55.6,47.4,46.5,2011
776,NCST,50.9,35.7,67.8,44.4,2011
777,TTU,50.1,65.7,31.0,54.1,2011
778,WMU,50.1,58.5,38.4,60.6,2011
779,ARST,50.0,41.4,55.3,60.3,2011
780,LOU,49.7,41.6,50.7,70.0,2011
781,UCLA,48.9,59.0,42.8,41.9,2011
782,NAVY,48.7,69.0,29.9,45.3,2011
783,AFA,48.3,60.9,38.6,41.8,2011
784,ISU,48.2,38.3,59.5,50.1,2011
785,WSU,47.8,59.7,41.6,33.7,2011
786,OHIO,46.9,48.4,44.0,57.3,2011
787,ARIZ,46.6,69.2,31.9,25.8,2011
788,PUR,45.5,41.8,45.3,66.5,2011
789,UVA,45.2,43.5,52.2,40.9,2011
790,ORST,44.0,42.2,45.6,58.4,2011
791,ULL,43.3,37.8,46.2,62.3,2011
792,FIU,43.2,32.1,55.7,53.4,2011
793,BC,43.2,30.5,57.7,50.2,2011
794,USU,43.0,60.3,38.3,25.3,2011
795,SDSU,42.9,51.1,40.7,39.8,2011
796,CONN,42.5,21.5,63.1,62.9,2011
797,HAW,41.6,47.4,36.5,59.1,2011
798,BGSU,38.9,37.5,42.8,54.6,2011
799,SJSU,38.0,31.5,42.8,68.7,2011
800,WYO,38.0,42.3,40.1,43.8,2011
801,SYR,37.5,42.0,41.6,38.3,2011
802,UK,36.5,20.4,59.7,48.0,2011
803,MRSH,36.3,26.2,51.4,50.0,2011
804,M-OH,35.8,37.8,43.0,38.6,2011
805,UTEP,35.6,40.8,32.7,59.9,2011
806,ULM,35.3,39.9,46.0,23.5,2011
807,ECU,35.1,37.0,40.4,45.3,2011
808,WKU,34.8,35.2,37.9,56.5,2011
809,DUKE,34.0,44.6,29.7,47.4,2011
810,BALL,33.8,47.3,24.0,64.1,2011
811,FRES,33.7,56.7,21.6,42.3,2011
812,ARMY,33.0,40.7,39.5,24.0,2011
813,RICE,32.7,25.1,41.7,67.1,2011
814,COLO,32.3,50.5,26.4,34.9,2011
815,MD,31.8,37.0,36.6,39.0,2011
816,MISS,30.2,21.1,38.3,75.3,2011
817,MINN,29.9,37.8,27.7,57.8,2011
818,EMU,29.8,30.1,38.5,44.3,2011
819,UNT,28.0,25.4,35.0,61.2,2011
820,KU,25.6,44.5,21.9,33.1,2011
821,KENT,25.6,7.8,57.6,61.4,2011
822,UAB,25.5,36.2,22.7,56.2,2011
823,CMU,24.3,37.3,22.2,45.9,2011
824,BUFF,24.3,37.1,26.5,29.9,2011
825,NMSU,24.2,39.1,24.4,32.7,2011
826,CSU,22.6,21.4,32.8,52.3,2011
827,IDHO,22.3,15.4,39.3,51.9,2011
828,TROY,21.0,22.3,32.3,38.7,2011
829,IND,20.2,39.0,17.1,36.0,2011
830,UNLV,16.1,16.0,24.5,57.0,2011
831,MTSU,16.0,22.2,24.1,33.7,2011
832,TULN,14.0,19.4,25.8,24.4,2011
833,MEM,13.2,13.4,22.2,53.5,2011
834,FAU,10.1,7.5,26.6,42.0,2011
835,UNM,8.4,17.7,13.1,31.3,2011
836,AKR,6.7,7.5,16.0,45.6,2011
837,ALA,95.4,90.3,91.2,59.8,2012
838,ORE,91.0,88.3,81.7,55.3,2012
839,TA&M,88.8,91.3,74.6,37.7,2012
840,FSU,84.8,74.3,83.8,55.4,2012
841,KSU,83.4,78.2,72.1,74.0,2012
842,UGA,82.4,83.6,70.6,51.0,2012
843,SC,80.0,69.2,82.0,43.2,2012
844,OKLA,78.4,78.4,66.6,54.8,2012
845,FLA,78.0,47.0,84.5,78.9,2012
846,ND,77.8,67.9,81.2,38.0,2012
847,OKST,77.5,73.1,70.0,60.4,2012
848,STAN,76.8,58.1,82.5,53.6,2012
849,LSU,76.6,53.3,80.7,73.9,2012
850,USU,75.9,65.7,74.8,55.6,2012
851,CLEM,75.6,81.7,55.3,54.5,2012
852,ORST,75.3,65.9,73.9,57.4,2012
853,OSU,73.2,70.3,69.3,48.1,2012
854,BSU,72.6,59.0,73.5,63.1,2012
855,TEX,72.4,76.4,58.7,54.1,2012
856,ASU,71.6,66.3,68.7,52.3,2012
857,USC,71.1,61.3,67.2,68.8,2012
858,WIS,70.0,62.2,71.7,47.8,2012
859,BAY,69.7,86.1,44.4,31.9,2012
860,MICH,69.4,70.3,60.7,52.6,2012
861,VAN,69.3,52.9,71.5,68.8,2012
862,NW,69.0,61.4,62.2,72.8,2012
863,NEB,68.2,68.0,66.0,38.9,2012
864,BYU,68.1,46.1,81.8,57.3,2012
865,TCU,67.9,44.2,82.7,50.6,2012
866,MISS,67.5,62.5,71.9,33.6,2012
867,FRES,67.5,51.5,77.0,49.9,2012
868,UCLA,67.1,64.1,63.6,51.5,2012
869,UCF,66.6,64.6,60.2,57.8,2012
870,SJSU,66.0,63.9,63.2,47.7,2012
871,PSU,64.6,52.3,72.1,48.3,2012
872,CIN,64.6,60.9,63.9,46.4,2012
873,WVU,63.9,80.6,41.7,38.8,2012
874,NIU,63.8,63.4,54.5,65.4,2012
875,TTU,63.2,72.2,47.2,50.1,2012
876,ARIZ,62.9,75.4,47.0,37.7,2012
877,LOU,62.0,72.1,50.7,33.0,2012
878,GT,62.0,70.6,50.2,40.3,2012
879,KENT,60.4,46.4,60.2,75.9,2012
880,MSU,60.1,35.8,81.9,45.7,2012
881,SYR,59.9,63.8,55.1,38.7,2012
882,ISU,59.3,44.4,65.7,60.9,2012
883,MSST,59.1,52.9,58.0,61.2,2012
884,RUTG,59.0,32.5,78.3,50.6,2012
885,PITT,58.8,50.8,60.2,59.3,2012
886,MIAMI,58.8,67.2,43.3,65.0,2012
887,UNC,58.3,70.0,42.8,50.7,2012
888,MIZ,57.9,36.6,71.5,59.6,2012
889,WASH,57.5,39.1,73.4,46.8,2012
890,LT,57.5,78.9,27.0,54.1,2012
891,ARST,57.2,69.6,49.9,23.7,2012
892,TLSA,56.6,44.4,66.0,53.2,2012
893,ULL,55.8,64.9,46.7,45.4,2012
894,SDSU,54.1,56.3,51.1,47.2,2012
895,VT,53.3,31.4,73.9,50.9,2012
896,NCST,52.7,39.5,65.8,48.8,2012
897,TENN,52.6,71.2,33.8,45.5,2012
898,UTAH,51.5,36.1,61.3,62.8,2012
899,SMU,51.1,29.5,69.7,55.6,2012
900,BALL,49.0,60.6,31.0,69.1,2012
901,PUR,49.0,42.2,54.2,55.4,2012
902,ARK,48.3,54.3,46.1,41.4,2012
903,TOL,47.7,45.2,47.7,59.9,2012
904,ULM,47.2,57.0,40.1,42.7,2012
905,CAL,46.8,39.5,54.3,51.6,2012
906,BGSU,46.3,35.2,64.0,38.4,2012
907,MINN,45.7,38.5,58.6,36.8,2012
908,CONN,45.1,22.6,70.5,50.8,2012
909,OHIO,44.8,47.1,40.0,62.6,2012
910,WKU,43.9,44.7,46.9,45.4,2012
911,MTSU,43.6,46.0,38.7,66.9,2012
912,IOWA,43.4,33.4,55.7,50.6,2012
913,DUKE,43.4,55.6,27.2,66.2,2012
914,NEV,42.1,63.7,24.2,45.7,2012
915,AUB,41.9,29.8,47.1,73.7,2012
916,USF,40.9,42.3,44.9,43.6,2012
917,ECU,40.5,44.6,39.2,52.6,2012
918,RICE,40.2,41.0,36.6,66.9,2012
919,UVA,39.3,31.4,56.4,37.9,2012
920,TROY,39.2,48.1,33.6,50.0,2012
921,MD,39.0,20.8,63.4,49.3,2012
922,IND,38.5,55.3,28.7,43.2,2012
923,KU,37.8,40.0,46.3,31.6,2012
924,NAVY,35.7,44.3,32.2,54.2,2012
925,BC,35.5,27.4,43.9,63.3,2012
926,TEM,34.5,40.7,28.8,68.1,2012
927,WMU,33.9,39.9,37.9,37.2,2012
928,MRSH,33.6,58.8,21.3,29.4,2012
929,UK,32.4,37.9,32.5,54.0,2012
930,AFA,31.9,44.4,30.1,37.7,2012
931,WSU,31.7,32.4,43.0,32.9,2012
932,HOU,31.4,32.7,41.2,35.8,2012
933,WAKE,31.1,29.4,41.5,42.9,2012
934,CMU,30.5,47.0,26.7,39.3,2012
935,UTSA,30.1,40.8,22.5,67.0,2012
936,MEM,29.7,20.8,42.4,61.5,2012
937,UNM,28.9,42.8,23.5,51.6,2012
938,WYO,28.9,47.7,23.5,38.9,2012
939,UNT,27.8,30.2,37.8,35.9,2012
940,BUFF,27.8,28.6,40.9,32.4,2012
941,TXST,27.7,40.9,20.2,68.7,2012
942,FIU,27.3,27.9,39.9,33.3,2012
943,UTEP,26.3,26.6,28.1,69.7,2012
944,FAU,25.4,28.8,32.1,44.0,2012
945,M-OH,25.3,38.5,22.7,46.6,2012
946,ILL,23.4,18.0,43.7,38.4,2012
947,AKR,23.3,34.8,24.9,35.6,2012
948,UAB,23.2,29.3,24.2,57.2,2012
949,UNLV,22.6,28.9,26.1,49.4,2012
950,ARMY,21.0,44.7,12.3,38.6,2012
951,CSU,20.1,15.9,34.2,49.8,2012
952,EMU,19.7,30.2,23.7,33.2,2012
953,USM,15.9,17.1,26.4,44.0,2012
954,TULN,15.7,18.1,21.9,56.1,2012
955,USA,15.7,15.7,31.4,34.6,2012
956,HAW,15.5,12.3,30.0,57.7,2012
957,COLO,12.9,22.5,15.9,39.0,2012
958,IDHO,11.3,9.9,23.3,54.2,2012
959,UMASS,10.8,11.5,21.7,50.2,2012
960,NMSU,7.9,14.3,14.5,31.6,2012
961,FSU,96.1,93.5,89.2,61.4,2013
962,ALA,92.0,85.7,85.9,65.6,2013
963,BAY,87.0,87.9,77.8,36.8,2013
964,ORE,85.8,87.7,71.3,50.1,2013
965,STAN,85.4,77.8,79.4,63.8,2013
966,OSU,84.3,89.4,58.7,69.1,2013
967,MIZ,82.5,78.4,76.9,50.1,2013
968,SC,82.4,81.7,73.5,43.2,2013
969,OKST,82.3,69.9,84.5,45.9,2013
970,AUB,82.3,83.5,66.8,63.8,2013
971,LOU,81.4,73.5,80.8,45.4,2013
972,CLEM,80.9,74.0,79.5,44.8,2013
973,LSU,80.3,85.2,62.4,52.1,2013
974,ASU,79.7,77.0,71.9,53.8,2013
975,UCLA,79.6,77.3,69.8,59.3,2013
976,WIS,79.4,71.9,78.4,47.1,2013
977,WASH,76.8,71.2,71.6,56.0,2013
978,OKLA,76.4,71.7,70.0,58.5,2013
979,USC,75.8,57.4,81.8,56.0,2013
980,MSU,75.7,54.6,85.2,53.5,2013
981,KSU,72.4,74.2,62.9,50.1,2013
982,TA&M,72.1,87.7,40.4,52.9,2013
983,UGA,71.2,79.6,51.8,53.6,2013
984,UCF,71.0,76.9,53.1,61.5,2013
985,ARIZ,69.6,65.1,70.8,36.7,2013
986,MISS,68.4,64.2,68.9,39.0,2013
987,BYU,67.2,59.7,73.6,35.2,2013
988,USU,66.9,43.7,76.9,65.1,2013
989,TEX,66.8,54.9,70.2,56.8,2013
990,BGSU,66.7,63.4,55.6,73.4,2013
991,GT,65.8,67.4,52.5,66.2,2013
992,ORST,65.1,69.5,57.2,41.5,2013
993,MSST,65.0,60.4,69.7,32.6,2013
994,IOWA,64.7,43.0,81.0,42.3,2013
995,ND,64.7,65.8,58.6,49.1,2013
996,UNC,64.2,63.0,61.7,44.4,2013
997,UTAH,63.7,51.7,65.1,64.6,2013
998,BSU,63.1,61.9,50.0,78.4,2013
999,MIAMI,63.0,73.8,45.3,57.9,2013
1000,TTU,62.2,66.3,57.8,34.4,2013
1001,VT,62.1,38.5,82.1,42.6,2013
1002,FRES,61.8,70.1,51.3,39.0,2013
1003,DUKE,61.7,59.5,54.8,64.1,2013
1004,WSU,61.2,54.8,63.7,48.6,2013
1005,MRSH,60.7,71.5,46.8,41.3,2013
1006,ECU,60.1,65.3,52.6,42.1,2013
1007,MICH,59.9,53.8,62.7,48.8,2013
1008,NEB,59.5,49.5,66.3,48.7,2013
1009,NIU,57.9,69.2,47.8,34.7,2013
1010,VAN,57.6,43.5,64.1,62.6,2013
1011,TCU,57.4,31.5,79.3,45.7,2013
1012,NAVY,57.2,69.5,37.1,65.3,2013
1013,PITT,56.7,54.5,60.9,37.7,2013
1014,BALL,56.6,63.1,45.0,56.4,2013
1015,FLA,56.3,32.6,78.8,45.8,2013
1016,HOU,56.0,42.1,61.6,64.7,2013
1017,CIN,55.5,57.1,61.1,22.4,2013
1018,MINN,55.3,48.2,54.7,66.6,2013
1019,UNT,54.9,37.3,60.4,79.0,2013
1020,TOL,54.4,58.0,44.3,65.5,2013
1021,TENN,53.8,40.5,62.5,57.6,2013
1022,NW,53.6,45.1,61.5,47.1,2013
1023,BC,52.6,56.6,46.3,56.0,2013
1024,PSU,51.0,39.0,67.0,37.8,2013
1025,MD,51.0,38.3,61.8,50.5,2013
1026,IND,49.5,73.5,26.3,53.8,2013
1027,SYR,48.0,39.9,56.4,52.6,2013
1028,WVU,47.2,37.9,56.0,53.5,2013
1029,RICE,47.1,40.4,53.3,56.5,2013
1030,CSU,45.7,53.1,39.0,52.1,2013
1031,ULL,44.9,53.8,38.0,50.7,2013
1032,ISU,44.4,44.0,45.6,53.6,2013
1033,TULN,43.6,20.1,66.1,63.9,2013
1034,FAU,43.2,31.6,67.7,29.1,2013
1035,ARK,42.6,48.6,38.2,55.3,2013
1036,MTSU,42.5,41.7,44.9,54.3,2013
1037,BUFF,42.4,35.3,51.3,54.2,2013
1038,WKU,42.2,39.8,46.1,56.6,2013
1039,SJSU,41.5,62.8,25.3,46.8,2013
1040,UTSA,41.1,49.0,43.5,28.8,2013
1041,ARST,40.3,42.4,34.7,71.1,2013
1042,ILL,40.0,56.0,30.1,46.1,2013
1043,USA,39.5,47.2,39.0,39.7,2013
1044,RUTG,39.4,39.6,37.3,67.1,2013
1045,SMU,39.1,42.5,40.8,47.0,2013
1046,NEV,39.0,54.1,26.1,55.6,2013
1047,WAKE,38.8,24.1,59.2,48.1,2013
1048,SDSU,38.6,32.2,53.1,39.5,2013
1049,COLO,37.6,37.2,49.7,29.3,2013
1050,UNLV,37.4,48.3,37.6,30.0,2013
1051,TEM,35.3,51.7,26.9,46.3,2013
1052,OHIO,34.6,34.3,34.3,68.7,2013
1053,UK,32.7,43.0,29.7,49.3,2013
1054,MEM,32.3,18.9,48.5,67.5,2013
1055,UVA,32.1,23.7,53.4,42.2,2013
1056,KENT,31.6,36.6,33.8,48.5,2013
1057,TROY,30.9,51.3,17.9,55.2,2013
