,NAME,COLLEGE,YEAR,QBR,PAA,PLAYS,EPA,PASS,RUN,QBR_SACK,PEN,RAW,OVERALL,OFFENSE,DEFENSE,SPECIAL,CMP,PATT,CMP%,PYDS,PAVG,PLNG,PTD,INT,TOTAL_SACKS,RTG,RATT,RYDS,RAVG,RLNG,RTD,AGE,DRAFTED
1383,Nick Fitzgerald,SEC,2016.0,77.4,61.8,599.0,71.3,15.9,61.3,-8.9,2.9,74.5,52.5,63.1,40.9,49.8,196.0,361.0,54.3,2423.0,6.7,74.0,21.0,10.0,14.0,124.3,195.0,1375.0,7.1,74.0,16.0,22.0,
1384,Mason Rudolph,BIG12,2016.0,75.7,52.9,563.0,70.9,79.8,6.7,-19.7,4.1,72.6,71.4,74.8,56.6,61.4,284.0,448.0,63.4,4091.0,9.1,91.0,28.0,4.0,31.0,158.9,,,,,,18.0,1.0
1385,Jesse Ertz,BIG12,2016.0,75.6,41.9,490.0,57.3,29.1,39.7,-11.8,0.4,70.8,77.5,72.1,68.5,67.8,152.0,264.0,57.6,1755.0,6.6,83.0,9.0,4.0,21.0,121.6,183.0,1012.0,5.5,54.0,12.0,0.0,
1386,Wilton Speight,BIG10,2016.0,75.1,15.9,387.0,26.8,39.6,-1.4,-13.0,1.5,60.5,88.9,73.7,87.4,74.8,204.0,331.0,61.6,2538.0,7.7,56.0,18.0,7.0,20.0,139.8,,,,,,21.0,
1387,Danny Etling,SEC,2016.0,74.7,16.8,343.0,27.8,35.7,2.0,-11.3,1.4,62.5,82.9,73.2,86.7,32.4,160.0,269.0,59.5,2123.0,7.9,80.0,11.0,5.0,17.0,135.5,,,,,,0.0,1.0
1388,Jerod Evans,ACC,2016.0,74.0,51.0,665.0,69.0,66.1,15.0,-18.9,6.6,68.9,71.1,55.4,76.1,58.5,268.0,422.0,63.5,3552.0,8.4,62.0,29.0,8.0,32.0,153.1,204.0,846.0,4.1,55.0,12.0,23.0,
1389,Jerod Evans,ACC,2016.0,74.0,51.0,665.0,69.0,66.1,15.0,-18.9,6.6,68.9,71.1,55.4,76.1,58.5,268.0,422.0,63.5,3552.0,8.4,62.0,29.0,8.0,32.0,153.1,204.0,846.0,4.1,55.0,12.0,23.0,
1390,Justin Herbert,PAC-12,2016.0,73.9,20.3,336.0,28.0,35.0,2.3,-8.4,-0.9,65.2,50.1,73.9,30.5,39.9,162.0,255.0,63.5,1936.0,7.6,72.0,19.0,4.0,19.0,148.8,,,,,,22.0,1.0
1391,Josh Allen,MTN-WEST,2016.0,73.8,57.0,561.0,73.0,57.0,30.8,-16.9,1.9,74.2,49.4,53.2,49.3,40.4,209.0,373.0,56.0,3203.0,8.6,54.0,28.0,15.0,27.0,144.9,143.0,512.0,3.6,38.0,7.0,2016.0,1.0
1392,Trace McSorley,BIG10,2016.0,73.7,37.6,575.0,55.2,62.7,0.6,-16.4,8.2,66.4,72.6,71.2,63.3,61.0,224.0,387.0,57.9,3614.0,9.3,80.0,29.0,8.0,23.0,156.9,,,,,,22.0,1.0
1393,Ryan Higgins,C-USA,2016.0,73.5,91.5,616.0,99.9,102.6,8.9,-14.0,2.4,82.4,61.5,79.0,36.8,52.1,329.0,496.0,66.3,4617.0,9.3,83.0,41.0,8.0,23.0,168.6,,,,,,2016.0,
1394,Dane Evans,American,2016.0,72.6,51.7,529.0,63.2,61.9,10.7,-14.5,5.3,73.4,62.8,64.1,58.9,42.5,259.0,435.0,59.5,3348.0,7.7,74.0,32.0,12.0,22.0,143.0,,,,,,21.0,
1395,Trevor Knight,SEC,2016.0,72.3,22.8,506.0,40.4,24.2,22.4,-8.3,2.0,61.5,69.4,64.8,63.0,63.2,193.0,362.0,53.3,2432.0,6.7,92.0,19.0,7.0,12.0,123.2,102.0,614.0,6.0,62.0,10.0,0.0,
1396,Luke Falk,PAC-12,2016.0,72.0,51.4,769.0,70.6,86.6,0.1,-19.0,2.9,66.7,65.8,67.9,55.7,53.1,443.0,633.0,70.0,4468.0,7.1,66.0,38.0,11.0,29.0,145.6,,,,,,22.0,1.0
1397,Brent Stockstill,C-USA,2016.0,71.9,60.2,500.0,74.3,62.3,9.2,-5.0,7.8,77.8,42.5,61.0,32.4,38.2,262.0,414.0,63.3,3233.0,7.8,78.0,31.0,7.0,8.0,150.2,,,,,,0.0,
1398,Skyler Howard,BIG12,2016.0,71.6,44.9,584.0,61.0,53.8,17.2,-16.0,6.0,69.0,66.8,64.8,67.9,32.1,247.0,404.0,61.1,3328.0,8.2,71.0,26.0,10.0,25.0,146.6,142.0,463.0,3.3,38.0,10.0,20.0,
1399,Sean White,SEC,2016.0,71.4,10.2,288.0,20.1,21.5,8.4,-11.2,1.4,59.1,74.6,63.2,73.3,62.4,133.0,208.0,63.9,1679.0,8.1,48.0,9.0,3.0,15.0,143.1,,,,,,21.0,
1400,J.T. Barrett,BIG10,2016.0,70.5,22.2,632.0,42.1,36.1,21.0,-16.6,1.6,59.0,85.2,70.7,88.5,48.6,233.0,379.0,61.5,2555.0,6.7,79.0,24.0,7.0,27.0,135.3,205.0,845.0,4.1,41.0,9.0,18.0,
1401,Greg Ward,American,2016.0,70.3,56.1,693.0,73.4,66.6,21.3,-17.6,3.0,69.9,64.5,55.4,68.2,53.4,319.0,469.0,68.0,3557.0,7.6,55.0,22.0,13.0,33.0,141.7,197.0,518.0,2.6,33.0,10.0,2016.0,
1402,Austin Allen,SEC,2016.0,69.9,16.6,518.0,32.4,50.4,-0.2,-22.0,4.1,58.2,58.2,62.1,45.8,62.2,245.0,401.0,61.1,3430.0,8.6,73.0,25.0,15.0,34.0,146.0,,,,,,23.0,
1403,Davis Webb,PAC-12,2016.0,69.8,30.3,716.0,51.3,58.7,0.6,-11.0,3.0,60.8,48.2,69.1,26.3,51.8,382.0,620.0,61.6,4295.0,6.9,74.0,37.0,12.0,16.0,135.6,,,,,,0.0,1.0
1404,DeShone Kizer,ACC,2016.0,69.5,28.3,533.0,46.6,49.6,11.2,-14.0,-0.2,63.5,57.7,58.9,57.5,38.1,212.0,361.0,58.7,2925.0,8.1,79.0,26.0,9.0,25.0,145.6,129.0,472.0,3.7,49.0,8.0,22.0,1.0
1405,Brad Kaaya,ACC,2016.0,68.6,24.6,493.0,41.5,53.3,-0.3,-13.8,2.4,62.7,78.1,66.1,75.0,67.5,261.0,421.0,62.0,3532.0,8.4,77.0,27.0,7.0,25.0,150.3,,,,,,20.0,1.0
1406,Jalen Hurts,SEC,2016.0,68.4,16.1,624.0,37.3,25.5,25.4,-12.5,-1.0,56.7,93.5,70.8,97.4,56.2,240.0,382.0,62.8,2780.0,7.3,71.0,23.0,9.0,19.0,139.1,191.0,954.0,5.0,60.0,13.0,0.0,1.0
1407,Seth Russell,BIG12,2016.0,68.0,30.3,410.0,39.9,18.6,31.4,-7.3,-2.8,68.3,58.8,55.2,60.0,45.8,152.0,278.0,54.7,2126.0,7.6,89.0,20.0,8.0,13.0,136.9,94.0,506.0,5.4,50.0,8.0,22.0,
1408,Tommy Armstrong Jr.,BIG10,2016.0,67.6,22.4,439.0,40.1,27.6,13.6,-3.9,2.8,63.0,56.1,54.6,53.3,55.6,151.0,294.0,51.4,2180.0,7.4,72.0,14.0,8.0,6.0,123.9,113.0,512.0,4.5,37.0,8.0,0.0,
1409,Taylor Lamb,SUN-BELT,2016.0,67.3,41.5,453.0,53.1,30.4,21.5,-5.5,6.6,72.2,61.1,52.1,64.2,56.9,197.0,325.0,60.6,2281.0,7.0,60.0,15.0,8.0,13.0,129.9,89.0,506.0,5.7,48.0,9.0,0.0,
1410,Ryan Finley,ACC,2016.0,66.5,8.6,507.0,28.5,37.0,-1.1,-10.9,3.6,54.4,66.9,59.6,71.7,35.8,243.0,402.0,60.4,3055.0,7.6,80.0,18.0,8.0,15.0,135.1,,,,,,0.0,1.0
1411,Brett Rypien,MTN-WEST,2016.0,66.3,37.2,479.0,49.0,65.4,-5.6,-11.0,0.2,69.2,68.9,69.4,66.5,33.4,244.0,394.0,61.9,3646.0,9.3,76.0,24.0,8.0,19.0,155.7,,,,,,0.0,
1412,Eric Dungey,ACC,2016.0,65.0,11.8,527.0,32.3,51.1,-1.7,-16.8,-0.2,55.8,40.9,52.2,33.6,45.3,230.0,355.0,64.8,2679.0,7.5,72.0,15.0,7.0,22.0,138.2,,,,,,0.0,
1413,Brogan Roback,MAC,2016.0,65.0,37.2,466.0,53.4,49.2,9.1,-7.3,2.5,69.6,36.4,40.2,34.9,58.6,219.0,372.0,58.9,2694.0,7.2,75.0,18.0,7.0,10.0,131.9,,,,,,21.0,
1414,Taysom Hill,INDEP,2016.0,64.2,27.0,552.0,50.0,27.9,33.0,-15.5,4.9,62.5,64.5,48.3,68.2,72.6,222.0,372.0,59.7,2323.0,6.2,75.0,12.0,11.0,22.0,116.9,137.0,603.0,4.4,39.0,8.0,0.0,
1415,Philip Nelson,American,2016.0,63.3,17.1,436.0,33.4,37.3,2.2,-13.9,7.8,60.1,30.4,44.1,28.2,33.6,237.0,349.0,67.9,2621.0,7.5,75.0,16.0,8.0,19.0,141.5,,,,,,0.0,
1416,Daniel Jones,ACC,2016.0,62.8,9.1,604.0,33.3,40.1,10.2,-19.3,2.2,53.9,47.7,49.2,52.7,33.8,270.0,430.0,62.8,2836.0,6.6,64.0,16.0,9.0,29.0,126.3,141.0,486.0,3.4,29.0,7.0,2016.0,1.0
1417,Sefo Liufau,PAC-12,2016.0,62.7,7.9,512.0,26.6,39.0,0.1,-15.0,2.5,54.0,73.6,61.3,82.2,33.3,200.0,319.0,62.7,2366.0,7.4,70.0,11.0,6.0,23.0,132.6,165.0,494.0,3.0,25.0,8.0,2016.0,
1418,Tyler O'Connor,BIG10,2016.0,62.6,5.2,361.0,18.9,30.8,-1.6,-11.7,1.3,53.7,46.6,52.4,41.7,50.6,154.0,262.0,58.8,1970.0,7.5,86.0,16.0,9.0,21.0,135.2,,,,,,2016.0,
1419,Clayton Thorson,BIG10,2016.0,62.3,19.0,608.0,43.6,66.2,1.2,-25.4,1.8,58.0,61.7,55.2,63.7,50.1,280.0,478.0,58.6,3182.0,6.7,58.0,22.0,9.0,38.0,125.9,,,,,,0.0,1.0
1420,Thomas Woodson,MAC,2016.0,62.2,23.0,323.0,33.3,40.2,-1.9,-8.5,3.5,67.7,28.2,37.8,27.2,51.0,146.0,242.0,60.3,2079.0,8.6,91.0,18.0,6.0,14.0,152.1,,,,,,2016.0,
1421,Gus Ragland,MAC,2016.0,62.1,22.9,284.0,34.9,39.2,5.5,-12.1,2.3,69.8,34.5,32.9,44.5,40.9,115.0,179.0,64.2,1537.0,8.6,74.0,17.0,1.0,16.0,166.6,,,,,,0.0,
1422,Jacob Park,BIG12,2016.0,61.8,7.0,281.0,15.4,20.6,1.7,-6.5,-0.2,56.4,47.8,55.2,36.1,68.9,133.0,226.0,58.8,1791.0,7.9,67.0,12.0,5.0,12.0,138.5,,,,,,0.0,
1423,Kenny Hill,BIG12,2016.0,61.7,23.4,604.0,45.7,34.4,32.3,-18.7,-2.4,59.9,58.5,53.1,59.1,55.3,269.0,440.0,61.1,3208.0,7.3,75.0,17.0,13.0,28.0,129.2,125.0,609.0,4.9,45.0,10.0,0.0,
1424,Stephen Johnson,SEC,2016.0,61.7,10.2,395.0,25.0,26.3,13.6,-16.1,0.9,56.7,49.7,56.4,42.6,52.6,145.0,265.0,54.7,2037.0,7.7,75.0,13.0,6.0,20.0,130.9,,,,,,22.0,
1425,Joel Lanning,BIG12,2016.0,61.7,12.0,315.0,21.4,17.8,14.5,-12.1,1.2,59.7,47.8,55.2,36.1,68.9,99.0,169.0,58.6,1290.0,7.6,49.0,9.0,3.0,20.0,136.7,121.0,518.0,4.3,41.0,11.0,0.0,
1426,Anthony Maddie,MAC,2016.0,61.3,22.6,272.0,30.0,16.2,14.6,-1.1,0.5,70.4,37.9,42.5,36.3,54.8,105.0,175.0,60.0,1213.0,6.9,41.0,8.0,5.0,3.0,127.6,82.0,558.0,6.8,75.0,7.0,0.0,
1427,Kevin Ellison,SUN-BELT,2016.0,61.0,12.1,263.0,21.2,16.0,7.2,-2.8,0.9,61.7,35.9,34.9,36.1,67.8,66.0,106.0,62.3,871.0,8.2,64.0,8.0,3.0,4.0,150.5,139.0,678.0,4.9,58.0,7.0,2016.0,
1428,P.J. Walker,American,2016.0,60.9,20.1,507.0,37.0,55.1,-1.5,-19.4,2.9,60.1,65.4,60.0,60.8,63.6,230.0,395.0,58.2,3295.0,8.3,67.0,22.0,13.0,28.0,140.1,,,,,,2016.0,
1429,Riley Ferguson,American,2016.0,60.0,23.2,557.0,39.4,56.9,-0.9,-18.7,1.9,60.7,60.5,60.6,44.3,83.4,280.0,443.0,63.2,3698.0,8.3,84.0,32.0,10.0,33.0,152.7,,,,,,2016.0,
1430,Brandon Silvers,SUN-BELT,2016.0,58.5,25.2,566.0,45.4,38.4,9.2,-5.4,3.3,61.4,54.1,38.9,64.3,61.4,293.0,460.0,63.7,3180.0,6.9,80.0,23.0,12.0,7.0,133.0,,,,,,20.0,
1431,David Washington,C-USA,2016.0,58.5,33.7,445.0,42.7,46.2,1.2,-8.2,3.4,68.7,47.9,56.6,42.5,42.1,202.0,340.0,59.4,2836.0,8.3,84.0,31.0,5.0,15.0,156.6,,,,,,0.0,
1432,Josh Rosen,PAC-12,2016.0,58.3,5.7,272.0,17.0,23.5,0.9,-10.1,2.4,55.4,58.1,40.1,75.4,32.4,137.0,231.0,59.3,1915.0,8.3,66.0,10.0,5.0,13.0,138.9,,,,,,2016.0,1.0
1433,Richard Lagow,BIG10,2016.0,57.9,2.9,528.0,25.3,41.8,-0.8,-18.6,3.0,51.5,47.1,39.3,60.9,37.5,253.0,438.0,57.8,3362.0,7.7,79.0,19.0,17.0,28.0,128.8,,,,,,22.0,
1434,Andrew Ford,INDEP,2016.0,57.5,21.4,443.0,33.4,46.9,4.4,-18.6,0.7,62.3,23.7,32.0,28.7,35.6,222.0,365.0,60.8,2665.0,7.3,74.0,26.0,14.0,32.0,138.0,,,,,,0.0,
1435,Dru Brown,MTN-WEST,2016.0,57.1,30.3,466.0,40.8,45.8,6.4,-11.8,0.4,66.3,31.4,34.7,33.8,52.8,209.0,335.0,62.4,2488.0,7.4,56.0,19.0,7.0,18.0,139.3,,,,,,0.0,
1436,Drew Lock,SEC,2016.0,56.0,0.5,535.0,20.1,28.5,-1.0,-7.5,0.0,50.2,44.3,48.6,40.2,57.1,237.0,434.0,54.6,3399.0,7.8,87.0,23.0,10.0,13.0,133.3,,,,,,21.0,1.0
1437,Matt Linehan,SUN-BELT,2016.0,55.9,31.8,545.0,47.0,49.4,1.8,-10.1,5.9,64.7,40.8,42.7,34.0,74.2,257.0,415.0,61.9,3184.0,7.7,78.0,19.0,10.0,24.0,136.7,,,,,,2016.0,
1438,Greg Windham,MAC,2016.0,55.4,17.2,418.0,34.6,18.7,17.1,-7.7,6.9,60.6,43.1,31.8,53.7,61.6,161.0,297.0,54.2,1895.0,6.4,75.0,14.0,8.0,9.0,118.0,,,,,,0.0,
1439,Mitch Leidner,BIG10,2016.0,55.2,3.8,454.0,23.7,18.8,13.0,-9.7,1.6,52.2,61.1,43.3,68.6,65.1,173.0,307.0,56.4,2169.0,7.1,62.0,8.0,12.0,16.0,116.5,,,,,,21.0,
1440,Jacob Eason,SEC,2016.0,55.0,-3.2,452.0,16.7,25.4,2.7,-16.0,4.4,48.1,57.4,46.3,71.9,35.0,204.0,370.0,55.1,2430.0,6.6,77.0,16.0,8.0,21.0,120.3,,,,,,0.0,1.0
1441,Cooper Rush,MAC,2016.0,54.8,21.1,567.0,40.7,49.1,10.1,-21.8,3.1,59.5,33.8,35.0,42.0,39.4,278.0,465.0,59.8,3540.0,7.6,85.0,23.0,16.0,37.0,133.2,,,,,,2016.0,
1442,Nick Mullens,C-USA,2016.0,54.8,23.0,469.0,38.4,48.1,0.0,-15.0,5.2,62.5,35.9,36.1,46.4,37.8,243.0,384.0,63.3,3272.0,8.5,93.0,24.0,11.0,19.0,149.8,,,,,,21.0,
1443,Shane Buechele,BIG12,2016.0,54.3,6.3,529.0,28.2,45.6,-1.6,-19.4,3.6,53.1,56.1,48.4,61.2,51.6,236.0,391.0,60.4,2958.0,7.6,80.0,21.0,11.0,31.0,136.0,,,,,,0.0,
1444,Austin Appleby,SEC,2016.0,53.2,-18.9,267.0,-4.8,9.2,-1.3,-12.7,0.0,32.4,72.4,39.1,87.2,64.7,127.0,209.0,60.8,1447.0,6.9,98.0,10.0,7.0,20.0,128.0,,,,,,2016.0,
1445,John Wolford,ACC,2016.0,52.9,-9.3,469.0,12.0,9.4,23.0,-22.7,2.4,44.8,53.9,32.4,71.0,56.8,166.0,299.0,55.5,1774.0,5.9,48.0,9.0,10.0,33.0,108.6,130.0,521.0,4.0,64.0,6.0,0.0,
1446,Troy Williams,PAC-12,2016.0,51.6,-7.4,564.0,18.6,34.4,-4.7,-17.1,5.9,46.6,64.1,48.7,66.9,73.3,207.0,390.0,53.1,2757.0,7.1,69.0,15.0,8.0,26.0,121.0,,,,,,0.0,
1447,Conner Manning,SUN-BELT,2016.0,51.5,7.6,434.0,23.8,29.8,0.9,-7.9,1.1,54.6,28.1,25.0,48.7,19.6,207.0,373.0,55.5,2684.0,7.2,78.0,16.0,13.0,10.0,123.1,,,,,,0.0,
1448,Chase Litton,C-USA,2016.0,51.4,21.8,440.0,35.7,42.4,-1.3,-11.7,6.3,62.6,18.0,21.0,22.7,60.3,231.0,371.0,62.3,2612.0,7.0,83.0,24.0,9.0,23.0,137.9,,,,,,0.0,
1450,Riley Neal,MAC,2016.0,50.2,16.9,553.0,36.9,34.5,13.4,-12.8,1.8,57.9,31.0,36.4,32.4,51.0,242.0,394.0,61.4,2541.0,6.4,62.0,13.0,12.0,18.0,120.4,127.0,540.0,4.3,46.0,8.0,0.0,
1451,Mike Fafaul,PAC-12,2016.0,50.0,-12.3,304.0,2.0,5.6,-0.5,-5.6,2.5,39.6,58.1,40.1,75.4,32.4,135.0,259.0,52.1,1602.0,6.2,75.0,12.0,11.0,11.0,110.9,,,,,,0.0,
1452,David Blough,BIG10,2016.0,49.7,-8.4,637.0,17.3,25.1,2.9,-14.7,4.2,46.6,26.2,36.3,27.4,39.7,295.0,517.0,57.1,3352.0,6.5,89.0,25.0,21.0,28.0,119.4,,,,,,2016.0,
1453,Ben Hicks,American,2016.0,49.6,1.0,500.0,20.0,25.4,1.8,-13.0,5.8,50.5,42.2,39.7,55.3,29.3,234.0,422.0,55.5,2930.0,6.9,88.0,19.0,15.0,23.0,121.5,,,,,,0.0,
1454,Dalton Sturm,C-USA,2016.0,49.4,23.4,445.0,38.7,40.7,18.9,-22.2,0.6,63.3,34.8,33.6,39.1,58.7,169.0,299.0,56.5,2170.0,7.3,77.0,20.0,6.0,35.0,135.5,,,,,,0.0,
1455,Kyle Shurmur,SEC,2016.0,49.3,-12.9,464.0,8.2,25.5,-0.3,-19.8,2.8,42.8,53.2,46.1,62.2,40.7,204.0,375.0,54.4,2409.0,6.4,76.0,9.0,10.0,32.0,110.9,,,,,,2016.0,
1456,Kenny Potter,MTN-WEST,2016.0,49.3,9.5,478.0,26.4,30.1,14.2,-21.4,3.2,55.2,23.7,28.8,29.9,41.3,183.0,308.0,59.4,2273.0,7.4,65.0,16.0,10.0,40.0,132.1,,,,,,0.0,
1457,Christian Chapman,MTN-WEST,2016.0,48.5,9.8,362.0,22.5,40.2,2.4,-18.5,-1.8,57.0,65.3,45.9,72.2,67.3,153.0,251.0,61.0,1994.0,7.9,86.0,20.0,6.0,28.0,149.2,,,,,,0.0,
1458,Manny Wilkins,PAC-12,2016.0,47.8,-2.3,470.0,16.5,26.1,8.5,-22.0,4.1,48.7,40.9,37.0,43.4,62.4,197.0,311.0,63.3,2329.0,7.5,71.0,12.0,9.0,34.0,133.2,,,,,,0.0,
1459,Patrick Towles,ACC,2016.0,47.8,-13.4,427.0,5.9,9.8,10.1,-14.9,0.7,41.9,47.1,21.9,73.9,54.9,138.0,273.0,50.5,1730.0,6.3,58.0,12.0,7.0,27.0,113.2,,,,,,0.0,
1460,Tyler Stewart,MTN-WEST,2016.0,47.8,9.3,249.0,16.3,17.4,5.8,-8.7,1.7,59.5,27.7,41.9,23.6,48.2,110.0,174.0,63.2,1161.0,6.7,46.0,9.0,3.0,16.0,132.9,,,,,,0.0,
1461,Hasaan Klugh,C-USA,2016.0,46.1,13.1,342.0,24.7,11.7,18.6,-8.0,2.4,59.8,20.4,20.7,31.7,44.5,120.0,224.0,53.6,1356.0,6.1,76.0,10.0,3.0,15.0,116.5,,,,,,0.0,
1462,Dallas Davis,SUN-BELT,2016.0,45.8,12.3,483.0,31.6,35.7,12.1,-16.8,0.8,56.6,26.3,32.4,31.8,38.1,198.0,348.0,56.9,2706.0,7.8,76.0,11.0,12.0,25.0,125.8,,,,,,23.0,
1463,Garrett Smith,SUN-BELT,2016.0,45.7,7.4,246.0,15.2,5.8,11.7,-3.3,1.0,57.8,19.6,31.2,19.5,46.6,103.0,179.0,57.5,1237.0,6.9,73.0,9.0,7.0,6.0,124.4,,,,,,2016.0,
1464,Jason Driskel,C-USA,2016.0,45.3,13.7,435.0,28.7,25.1,15.9,-12.5,0.0,58.1,19.8,34.6,15.3,58.3,200.0,327.0,61.2,2415.0,7.4,85.0,9.0,11.0,22.0,125.6,,,,,,0.0,
1465,Kent Myers,MTN-WEST,2016.0,43.9,-8.4,517.0,13.0,15.1,15.5,-18.0,0.3,45.8,37.3,36.2,45.7,40.3,211.0,361.0,58.4,2389.0,6.6,68.0,10.0,8.0,27.0,118.7,116.0,449.0,3.9,45.0,6.0,0.0,
1466,C.J. Beathard,BIG10,2016.0,43.5,-22.5,409.0,-2.4,13.8,3.9,-19.1,-0.8,36.1,65.5,51.4,66.3,69.5,170.0,301.0,56.5,1929.0,6.4,77.0,17.0,10.0,30.0,122.3,,,,,,0.0,1.0
1467,Hayden Moore,American,2016.0,42.8,-5.0,319.0,9.2,23.5,-2.6,-12.6,0.9,45.9,36.8,30.4,48.9,46.2,146.0,255.0,57.3,1744.0,6.8,82.0,11.0,7.0,18.0,123.4,,,,,,2016.0,
1468,Ryan Metz,C-USA,2016.0,42.7,6.0,254.0,12.3,17.8,1.5,-6.8,-0.5,56.1,18.0,31.3,17.4,45.5,130.0,201.0,64.7,1375.0,6.8,72.0,14.0,4.0,13.0,141.1,,,,,,0.0,
1469,Wes Lunt,BIG10,2016.0,41.4,-12.3,267.0,0.4,7.7,0.0,-8.8,1.4,38.3,30.4,27.4,43.0,38.1,127.0,232.0,54.7,1376.0,5.9,68.0,8.0,3.0,14.0,113.4,,,,,,0.0,
1470,Justice Hansen,SUN-BELT,2016.0,41.1,0.8,455.0,19.2,38.4,-6.5,-13.0,0.4,50.4,44.8,28.7,63.2,49.6,197.0,340.0,57.9,2719.0,8.0,75.0,19.0,8.0,18.0,138.9,,,,,,0.0,
1471,Tyler Rogers,INDEP,2016.0,40.4,-2.9,575.0,18.4,15.1,17.6,-15.7,1.4,48.7,20.2,29.1,26.6,29.7,224.0,402.0,55.7,2589.0,6.4,68.0,16.0,12.0,31.0,117.0,,,,,,2016.0,
1472,Tyler Stehling,C-USA,2016.0,39.8,0.5,467.0,18.0,21.6,9.3,-15.2,2.2,50.3,18.2,27.3,19.0,49.1,194.0,316.0,61.4,2049.0,6.5,64.0,12.0,7.0,27.0,124.0,,,,,,2016.0,
1473,Anthony Jennings,SUN-BELT,2016.0,39.2,-13.6,513.0,9.2,17.9,11.4,-21.8,2.2,43.2,32.6,28.4,44.2,48.3,192.0,322.0,59.6,2169.0,6.7,71.0,11.0,13.0,36.0,119.4,,,,,,2016.0,
1474,Bryant Shirreffs,INDEP,2016.0,38.4,-12.9,443.0,7.2,26.7,-11.2,-11.9,3.6,42.5,21.2,21.2,31.0,48.4,166.0,283.0,58.7,2010.0,7.1,70.0,7.0,6.0,23.0,122.2,,,,,,19.0,
1475,Perry Hills,BIG10,2016.0,37.5,-23.8,313.0,-7.4,13.4,6.2,-24.4,-2.6,31.2,44.8,47.5,40.2,64.4,122.0,197.0,61.9,1464.0,7.4,66.0,12.0,4.0,34.0,140.4,,,,,,2016.0,
1476,Alex McGough,C-USA,2016.0,37.3,0.5,364.0,16.0,16.9,7.6,-9.4,0.8,50.4,17.9,19.4,26.4,50.3,167.0,286.0,58.4,1891.0,6.6,60.0,13.0,11.0,12.0,121.2,,,,,,0.0,1.0
1477,Nick Holley,MAC,2016.0,37.3,-8.9,341.0,6.9,-1.4,17.6,-9.5,0.2,43.3,27.3,16.4,48.9,43.4,72.0,146.0,49.3,868.0,5.9,56.0,4.0,3.0,14.0,104.2,195.0,920.0,4.7,68.0,10.0,2016.0,
1478,Chason Virgil,MTN-WEST,2016.0,36.9,-14.6,434.0,5.0,10.5,1.8,-10.6,3.3,41.3,20.7,14.9,37.8,52.4,166.0,322.0,51.6,2021.0,6.3,85.0,13.0,10.0,21.0,111.4,,,,,,19.0,
1479,Ahmad Bradshaw,INDEP,2016.0,35.4,-9.4,304.0,4.4,-0.7,8.3,-5.0,1.9,42.0,44.3,43.9,53.2,33.0,40.0,91.0,44.0,710.0,7.8,43.0,4.0,9.0,6.0,104.2,185.0,826.0,4.5,65.0,8.0,21.0,
1480,McKenzie Milton,American,2016.0,34.9,-28.9,474.0,-5.6,8.7,2.5,-17.6,0.8,34.7,46.2,21.6,71.8,55.7,194.0,336.0,57.7,1983.0,5.9,71.0,10.0,7.0,25.0,113.0,,,,,,18.0,
1481,James Morgan,MAC,2016.0,33.6,-17.3,401.0,1.5,9.4,-1.0,-13.7,6.6,39.0,23.1,26.5,29.6,47.7,183.0,326.0,56.1,2082.0,6.4,72.0,16.0,15.0,17.0,116.8,,,,,,21.0,1.0
1482,Tyler Jones,SUN-BELT,2016.0,32.3,-24.8,495.0,-0.7,20.4,-1.1,-21.7,1.0,37.3,8.9,18.7,13.0,31.8,221.0,343.0,64.4,2186.0,6.4,48.0,11.0,14.0,37.0,120.4,,,,,,19.0,
1483,Mason Fine,C-USA,2016.0,30.6,-15.0,379.0,2.6,14.1,10.3,-23.5,1.7,39.9,27.1,26.0,34.7,54.8,155.0,261.0,59.4,1572.0,6.0,75.0,6.0,5.0,36.0,113.7,,,,,,2016.0,
1484,Glen Cuiellette,American,2016.0,30.5,-34.8,391.0,-12.7,8.6,-12.1,-11.4,1.5,28.4,36.1,26.1,56.7,37.1,101.0,237.0,42.6,1309.0,5.5,46.0,10.0,8.0,18.0,96.2,,,,,,0.0,
1485,Tyree Jackson,MAC,2016.0,28.8,-24.6,439.0,-2.9,-2.6,3.1,-6.0,2.6,35.8,14.0,12.7,32.9,30.2,165.0,311.0,53.1,1772.0,5.7,75.0,9.0,9.0,11.0,104.7,,,,,,18.0,
1486,Baker Mayfield,BIG12,2017.0,92.3,108.0,531.0,114.7,113.0,18.5,-19.1,2.1,89.2,85.9,96.6,52.3,38.2,285.0,404.0,70.5,4627.0,11.5,84.0,43.0,6.0,26.0,198.9,97.0,311.0,3.2,54.0,5.0,22.0,1.0
1487,Khalil Tate,PAC-12,2017.0,92.0,74.9,361.0,78.8,33.4,49.3,-7.4,3.3,89.6,61.4,81.2,39.4,40.6,111.0,179.0,62.0,1591.0,8.9,68.0,14.0,9.0,12.0,152.4,153.0,1411.0,9.2,82.0,12.0,22.0,
1488,Mason Rudolph,BIG12,2017.0,86.7,102.0,591.0,105.4,103.9,8.3,-14.4,7.6,85.7,80.2,89.2,61.7,31.5,318.0,489.0,65.0,4904.0,10.0,86.0,37.0,9.0,24.0,170.6,61.0,35.0,0.6,19.0,10.0,0.0,1.0
