,NAME,COLLEGE,YEAR,QBR,PAA,PLAYS,EPA,PASS,RUN,QBR_SACK,PEN,RAW,OVERALL,OFFENSE,DEFENSE,SPECIAL,CMP,PATT,CMP%,PYDS,PAVG,PLNG,PTD,INT,TOTAL_SACKS,RTG,RATT,RYDS,RAVG,RLNG,RTD,AGE,DRAFTED
1489,Lamar Jackson,ACC,2017.0,85.4,86.9,714.0,99.4,53.6,62.9,-15.8,-0.8,78.0,71.3,80.4,48.4,58.9,254.0,430.0,59.1,3660.0,8.5,78.0,27.0,10.0,29.0,146.6,232.0,1601.0,6.9,75.0,18.0,0.0,1.0
1490,McKenzie Milton,American,2017.0,84.1,103.0,548.0,113.2,83.6,33.3,-6.5,2.8,87.6,80.6,80.4,66.6,63.7,265.0,395.0,67.1,4037.0,10.2,80.0,37.0,9.0,11.0,179.3,106.0,613.0,5.8,55.0,8.0,19.0,
1491,Jake Fromm,SEC,2017.0,84.1,44.1,394.0,52.7,57.2,8.4,-14.6,1.6,76.2,91.6,85.9,87.2,55.8,181.0,291.0,62.2,2615.0,9.0,80.0,24.0,7.0,20.0,160.1,55.0,79.0,1.4,21.0,3.0,2017.0,1.0
1492,Jalen Hurts,SEC,2017.0,83.4,41.8,435.0,49.9,34.5,25.4,-13.7,3.6,73.1,92.8,86.4,89.9,50.6,154.0,254.0,60.6,2081.0,8.2,78.0,17.0,1.0,24.0,150.7,154.0,855.0,5.6,55.0,8.0,0.0,1.0
1493,J.T. Barrett,BIG10,2017.0,81.8,64.2,584.0,69.0,38.1,34.0,-10.1,6.9,75.8,89.5,85.6,83.5,49.1,240.0,371.0,64.7,3053.0,8.2,84.0,35.0,9.0,19.0,160.1,165.0,798.0,4.8,37.0,12.0,0.0,
1494,Trace McSorley,BIG10,2017.0,81.5,61.8,590.0,69.9,67.2,13.3,-13.9,3.4,74.8,89.8,88.6,77.2,62.2,284.0,427.0,66.5,3570.0,8.4,85.0,28.0,10.0,27.0,153.7,144.0,491.0,3.4,36.0,11.0,0.0,1.0
1495,Danny Etling,SEC,2017.0,80.8,36.3,379.0,46.3,49.2,10.4,-16.0,2.6,73.0,74.9,75.5,67.6,44.0,165.0,275.0,60.0,2463.0,9.0,87.0,16.0,2.0,27.0,153.0,72.0,128.0,1.8,19.0,2.0,2017.0,1.0
1496,Ryan Finley,ACC,2017.0,80.4,56.1,591.0,77.8,70.4,9.3,-7.6,5.7,72.8,72.2,76.6,61.4,39.1,312.0,479.0,65.1,3518.0,7.3,79.0,17.0,6.0,12.0,136.0,69.0,194.0,2.8,46.0,3.0,2017.0,1.0
1497,Justin Herbert,PAC-12,2017.0,80.1,40.0,279.0,40.9,36.2,10.7,-7.1,1.1,81.6,61.9,55.9,64.3,47.5,139.0,206.0,67.5,1983.0,9.6,67.0,15.0,5.0,10.0,167.5,44.0,183.0,4.2,40.0,5.0,22.0,1.0
1498,Ahmad Bradshaw,INDEP,2017.0,79.5,45.0,308.0,52.4,-4.2,57.2,0.0,-0.7,82.0,55.3,74.4,30.1,49.9,,,,,,,,,,,242.0,1746.0,7.2,71.0,14.0,0.0,
1499,Nick Fitzgerald,SEC,2017.0,78.5,46.7,477.0,55.7,11.5,47.0,-4.1,1.3,73.5,73.6,56.0,83.1,52.7,159.0,286.0,55.6,1782.0,6.2,62.0,15.0,11.0,7.0,117.6,162.0,984.0,6.1,45.0,14.0,2017.0,
1500,Brian Lewerke,BIG10,2017.0,77.7,49.3,593.0,64.8,50.2,23.1,-12.4,4.0,70.4,69.0,56.4,75.7,50.5,246.0,417.0,59.0,2793.0,6.7,60.0,20.0,7.0,18.0,127.7,123.0,559.0,4.5,61.0,5.0,2017.0,
1501,John Wolford,ACC,2017.0,77.6,44.1,555.0,60.6,54.3,17.6,-10.3,-1.0,69.5,72.5,73.9,64.3,48.5,239.0,374.0,63.9,3192.0,8.5,52.0,29.0,6.0,15.0,158.0,140.0,683.0,4.9,33.0,10.0,2017.0,
1502,Kelly Bryant,ACC,2017.0,77.6,39.5,621.0,56.5,46.6,21.1,-15.5,4.3,65.9,89.0,76.4,90.9,47.3,262.0,398.0,65.8,2802.0,7.0,79.0,13.0,8.0,27.0,131.7,192.0,665.0,3.5,47.0,11.0,20.0,
1503,Brandon Wimbush,ACC,2017.0,76.2,26.8,445.0,37.0,15.5,31.1,-12.1,2.6,65.2,82.7,77.1,79.9,45.5,136.0,275.0,49.5,1870.0,6.8,83.0,16.0,6.0,25.0,121.4,141.0,803.0,5.7,65.0,14.0,20.0,
1504,Will Grier,BIG12,2017.0,75.8,49.5,480.0,62.6,71.9,-4.9,-8.8,4.2,74.5,58.9,66.6,52.4,37.7,250.0,388.0,64.4,3490.0,9.0,76.0,34.0,12.0,14.0,162.7,63.0,122.0,1.9,24.0,2.0,22.0,1.0
1505,Drew Lock,SEC,2017.0,74.4,47.9,514.0,54.8,56.5,1.6,-7.0,3.7,72.5,56.7,73.7,38.7,42.5,242.0,419.0,57.8,3964.0,9.5,79.0,44.0,13.0,11.0,165.7,44.0,111.0,2.5,34.0,1.0,0.0,1.0
1506,Jon Wassink,MAC,2017.0,74.1,26.4,251.0,34.6,30.7,8.5,-5.3,1.1,74.9,43.9,45.8,35.3,72.5,124.0,193.0,64.2,1391.0,7.2,52.0,14.0,4.0,11.0,144.6,41.0,126.0,3.1,27.0,3.0,21.0,
1507,Alex Hornibrook,BIG10,2017.0,74.0,24.4,393.0,38.7,52.4,-3.8,-12.9,2.7,65.6,84.7,70.1,86.9,57.2,198.0,318.0,62.3,2644.0,8.3,61.0,25.0,15.0,21.0,148.6,,,,,,0.0,
1508,Nathan Rourke,MAC,2017.0,73.5,57.9,467.0,68.1,24.0,47.7,-11.4,7.8,78.4,56.1,56.9,51.9,53.2,161.0,292.0,55.1,2203.0,7.5,58.0,17.0,7.0,16.0,132.9,137.0,912.0,6.7,75.0,21.0,22.0,
1509,Sam Darnold,PAC-12,2017.0,73.2,41.9,601.0,60.3,78.5,2.6,-19.2,-1.6,67.4,71.7,67.5,68.0,50.1,303.0,480.0,63.1,4143.0,8.6,56.0,26.0,13.0,29.0,148.1,75.0,82.0,1.1,39.0,5.0,0.0,1.0
1510,Jordan Ta'amu,SEC,2017.0,72.8,19.4,246.0,25.6,27.3,7.3,-9.1,0.1,69.4,54.1,64.0,41.1,56.7,115.0,173.0,66.5,1682.0,9.7,77.0,11.0,4.0,13.0,164.5,57.0,165.0,2.9,49.0,4.0,21.0,
1511,Logan Woodside,MAC,2017.0,72.4,59.5,512.0,67.8,77.2,-0.2,-11.4,1.8,77.0,57.5,64.0,44.1,59.1,264.0,411.0,64.2,3882.0,9.4,89.0,28.0,8.0,22.0,162.2,51.0,34.0,0.7,18.0,1.0,0.0,1.0
1512,Kyle Kempt,BIG12,2017.0,72.1,23.0,305.0,34.7,40.8,-1.5,-8.9,4.3,68.6,72.8,66.9,70.4,51.7,161.0,243.0,66.3,1787.0,7.4,57.0,15.0,3.0,12.0,145.9,,,,,,2017.0,
1513,Jake Browning,PAC-12,2017.0,71.9,35.9,428.0,44.1,49.8,6.9,-13.8,1.1,70.5,82.4,78.3,75.4,55.4,230.0,336.0,68.5,2719.0,8.1,76.0,19.0,5.0,19.0,152.1,,,,,,0.0,
1514,Nic Shimonek,BIG12,2017.0,71.0,39.8,593.0,60.8,69.5,4.5,-18.7,5.5,66.8,62.3,66.9,55.9,40.2,328.0,493.0,66.5,3963.0,8.0,77.0,33.0,10.0,27.0,152.1,,,,,,0.0,
1515,Riley Ferguson,American,2017.0,70.7,68.4,585.0,82.8,83.8,10.0,-14.3,3.3,77.1,65.9,74.0,49.0,55.9,299.0,474.0,63.1,4257.0,9.0,89.0,38.0,9.0,21.0,161.2,,,,,,0.0,
1516,Clayton Thorson,BIG10,2017.0,70.0,35.7,556.0,54.0,42.4,29.6,-19.3,0.8,66.1,62.1,48.2,70.2,55.7,262.0,434.0,60.4,2844.0,6.6,58.0,15.0,12.0,30.0,121.3,,,,,,0.0,1.0
1517,Brett Rypien,MTN-WEST,2017.0,69.7,34.0,422.0,45.6,55.7,0.3,-13.1,2.7,69.8,67.8,62.5,64.7,56.1,218.0,348.0,62.6,2877.0,8.3,87.0,16.0,6.0,20.0,143.8,,,,,,0.0,
1518,Tyree Jackson,MAC,2017.0,69.6,39.5,310.0,49.0,43.7,10.9,-6.8,1.1,79.0,44.0,56.3,34.8,49.4,143.0,237.0,60.3,2096.0,8.8,69.0,12.0,3.0,9.0,148.8,47.0,197.0,4.2,75.0,4.0,0.0,
1519,TaQuon Marshall,ACC,2017.0,69.2,17.7,388.0,31.3,4.1,37.6,-12.1,2.1,61.6,63.2,69.1,57.1,35.1,43.0,116.0,37.1,927.0,8.0,80.0,10.0,5.0,19.0,124.0,247.0,1146.0,4.6,78.0,17.0,21.0,
1520,Quinton Flowers,American,2017.0,68.5,66.6,593.0,79.6,49.7,36.4,-9.5,2.8,76.3,62.2,58.4,64.9,39.8,188.0,354.0,53.1,2911.0,8.2,95.0,25.0,6.0,17.0,142.1,196.0,1078.0,5.5,44.0,11.0,2017.0,
1521,Jason Driskel,C-USA,2017.0,68.2,48.3,398.0,49.8,38.3,12.8,-4.3,2.7,77.9,61.5,69.2,43.8,66.8,185.0,278.0,66.5,2247.0,8.1,79.0,15.0,4.0,7.0,149.4,84.0,427.0,5.1,39.0,8.0,0.0,
1522,Nick Stevens,MTN-WEST,2017.0,67.7,58.3,569.0,71.4,68.1,8.4,-8.9,3.9,74.4,44.4,63.2,26.6,49.0,284.0,459.0,61.9,3799.0,8.3,76.0,29.0,10.0,13.0,147.9,54.0,123.0,2.3,41.0,4.0,2017.0,
1523,Malik Rosier,ACC,2017.0,67.7,18.1,579.0,40.7,32.3,18.2,-13.8,4.1,58.0,71.6,64.0,74.2,38.9,224.0,415.0,54.0,3120.0,7.5,78.0,26.0,14.0,27.0,131.1,131.0,468.0,3.6,36.0,5.0,2017.0,
1524,Jarrett Stidham,SEC,2017.0,67.2,12.9,509.0,31.9,50.2,1.2,-24.1,4.7,56.5,82.4,70.7,84.7,46.8,246.0,370.0,66.5,3158.0,8.5,75.0,18.0,6.0,35.0,151.0,103.0,153.0,1.5,24.0,4.0,2017.0,1.0
1525,Taylor Lamb,SUN-BELT,2017.0,67.2,47.5,461.0,60.3,40.2,24.1,-5.6,1.6,74.5,54.2,46.7,62.8,42.6,206.0,337.0,61.1,2737.0,8.1,84.0,27.0,6.0,8.0,152.2,78.0,584.0,7.5,44.0,5.0,0.0,
1526,Eric Dungey,ACC,2017.0,66.7,10.9,569.0,33.0,23.2,21.3,-15.5,4.0,55.0,50.2,53.4,46.4,49.0,225.0,377.0,59.7,2495.0,6.6,66.0,14.0,9.0,26.0,122.8,143.0,595.0,4.2,74.0,9.0,20.0,
1527,Caleb Evans,SUN-BELT,2017.0,66.7,41.3,517.0,56.0,46.0,18.4,-10.3,2.0,69.6,27.1,58.6,10.2,60.7,211.0,344.0,61.3,2868.0,8.3,67.0,17.0,6.0,17.0,144.2,137.0,579.0,4.2,67.0,13.0,0.0,
1528,Stephen Johnson,SEC,2017.0,66.3,21.8,464.0,40.3,30.7,22.0,-16.8,4.5,62.0,52.0,55.0,43.5,64.3,189.0,316.0,59.8,2305.0,7.3,64.0,10.0,6.0,27.0,127.7,103.0,375.0,3.6,54.0,5.0,2017.0,
1529,Chad President,American,2017.0,65.4,19.1,249.0,26.5,5.0,24.3,-4.8,2.0,69.0,31.4,47.6,24.0,46.4,83.0,157.0,52.9,921.0,5.9,69.0,3.0,2.0,7.0,105.9,69.0,429.0,6.2,71.0,9.0,21.0,
1530,Jake Bentley,SEC,2017.0,65.1,18.9,498.0,38.4,40.5,15.1,-19.4,2.3,59.8,61.6,52.1,66.3,47.3,245.0,394.0,62.2,2794.0,7.1,68.0,18.0,12.0,29.0,130.7,73.0,85.0,1.2,24.0,6.0,0.0,
1531,Ben Hicks,American,2017.0,64.5,42.8,562.0,58.5,65.4,2.4,-12.2,2.6,68.8,45.7,65.8,29.5,43.1,276.0,472.0,58.5,3569.0,7.6,86.0,33.0,12.0,21.0,140.0,54.0,47.0,0.9,25.0,1.0,22.0,
1532,Kenny Hill,BIG12,2017.0,64.1,29.9,533.0,47.5,53.3,5.5,-12.2,1.1,64.2,80.0,66.2,77.5,72.5,269.0,400.0,67.3,3152.0,7.9,93.0,23.0,8.0,17.0,148.4,100.0,325.0,3.3,27.0,5.0,2017.0,
1533,Josh Rosen,PAC-12,2017.0,64.1,21.4,536.0,40.5,51.6,3.9,-16.9,1.9,60.2,52.8,63.2,43.4,45.2,283.0,452.0,62.6,3756.0,8.3,65.0,26.0,10.0,26.0,147.0,,,,,,22.0,1.0
1534,Manny Wilkins,PAC-12,2017.0,63.7,23.7,575.0,42.9,48.9,12.9,-21.0,2.2,60.6,56.5,65.9,45.1,45.7,260.0,410.0,63.4,3270.0,8.0,70.0,20.0,8.0,40.0,142.6,138.0,282.0,2.0,32.0,7.0,0.0,
1535,Ty Gangi,MTN-WEST,2017.0,63.3,36.3,451.0,47.5,38.5,7.9,-4.3,5.3,69.8,30.4,42.0,32.3,31.9,228.0,374.0,61.0,2746.0,7.3,82.0,25.0,11.0,7.0,138.8,53.0,180.0,3.4,22.0,4.0,0.0,
1536,Kyle Shurmur,SEC,2017.0,62.9,16.0,465.0,28.0,37.7,0.0,-12.0,2.3,58.8,40.9,54.3,37.0,33.9,220.0,380.0,57.9,2823.0,7.4,73.0,26.0,10.0,19.0,137.6,,,,,,19.0,
1538,Tanner Lee,BIG10,2017.0,61.6,3.3,487.0,21.3,31.7,0.9,-10.4,-0.9,51.8,40.5,50.8,30.6,62.3,246.0,428.0,57.5,3143.0,7.3,80.0,23.0,16.0,17.0,129.4,,,,,,0.0,1.0
1539,Alex McGough,C-USA,2017.0,61.5,44.1,463.0,57.0,54.4,17.5,-15.0,0.3,72.9,29.0,37.2,27.4,56.0,232.0,355.0,65.4,2798.0,7.9,75.0,17.0,8.0,21.0,142.9,78.0,231.0,3.0,60.0,5.0,0.0,1.0
1540,Charlie Brewer,BIG12,2017.0,61.2,8.3,292.0,17.7,29.2,-2.6,-9.2,0.4,57.3,33.6,36.9,33.1,58.7,139.0,204.0,68.1,1562.0,7.7,58.0,11.0,4.0,15.0,146.3,65.0,166.0,2.6,51.0,0.0,0.0,
1541,Chase Litton,C-USA,2017.0,60.8,40.3,520.0,58.3,58.3,-0.6,-6.6,7.1,69.1,45.6,37.4,51.7,62.3,266.0,443.0,60.0,3115.0,7.0,76.0,25.0,14.0,11.0,131.4,,,,,,23.0,
1542,Josh Jackson,ACC,2017.0,60.3,8.9,556.0,29.6,34.2,5.8,-12.7,2.7,54.1,71.7,49.8,79.2,69.5,236.0,396.0,59.6,2991.0,7.6,70.0,20.0,9.0,22.0,135.2,124.0,324.0,2.6,46.0,6.0,2017.0,
1543,Josh Allen,MTN-WEST,2017.0,60.1,22.1,382.0,32.5,26.3,17.4,-11.8,0.6,64.6,48.7,24.7,67.2,60.3,152.0,270.0,56.3,1812.0,6.7,47.0,16.0,6.0,22.0,127.8,92.0,204.0,2.2,22.0,5.0,0.0,1.0
1544,Tyler Huntley,PAC-12,2017.0,59.5,18.4,525.0,35.4,38.0,13.5,-17.9,1.7,59.0,64.6,47.7,71.7,63.9,199.0,312.0,63.8,2411.0,7.7,75.0,15.0,10.0,31.0,138.2,168.0,537.0,3.2,33.0,6.0,20.0,
1545,Shea Patterson,SEC,2017.0,58.8,8.1,331.0,17.6,28.0,0.2,-11.1,0.5,56.3,54.1,64.0,41.1,56.7,166.0,260.0,63.8,2259.0,8.7,77.0,17.0,9.0,19.0,151.5,,,,,,0.0,
1546,Richard Lagow,BIG10,2017.0,58.5,-5.2,355.0,10.1,22.0,-4.5,-10.4,3.0,46.2,59.3,48.2,66.9,53.2,172.0,295.0,58.3,1936.0,6.6,71.0,15.0,8.0,16.0,124.8,,,,,,2017.0,
1547,Austin Allen,SEC,2017.0,58.2,-0.5,246.0,9.7,22.0,-0.1,-12.7,0.3,49.5,43.7,54.7,35.3,52.1,105.0,187.0,56.2,1427.0,7.6,65.0,10.0,5.0,19.0,132.5,,,,,,2017.0,
1548,Steven Montez,PAC-12,2017.0,58.0,18.9,550.0,37.9,49.2,10.8,-21.9,-0.5,58.8,46.4,47.9,42.2,62.9,228.0,377.0,60.5,2975.0,7.9,79.0,18.0,9.0,35.0,137.7,132.0,338.0,2.6,37.0,3.0,0.0,
1549,Brandon Silvers,SUN-BELT,2017.0,57.7,33.5,547.0,52.0,51.7,7.9,-9.5,1.8,65.4,54.6,48.5,60.7,43.4,283.0,443.0,63.9,3290.0,7.4,59.0,17.0,7.0,15.0,135.8,48.0,50.0,1.0,32.0,5.0,0.0,
1550,Mason Fine,C-USA,2017.0,56.8,38.3,659.0,52.9,70.0,1.1,-22.3,4.2,64.6,39.0,54.2,27.0,56.9,324.0,511.0,63.4,4052.0,7.9,77.0,31.0,15.0,39.0,144.2,,,,,,0.0,
1551,Jonathan Banks,American,2017.0,55.9,27.8,402.0,38.4,24.6,25.4,-14.0,2.5,67.3,43.0,43.3,43.5,56.5,124.0,219.0,56.6,1797.0,8.2,73.0,12.0,5.0,20.0,139.1,148.0,592.0,4.0,53.0,7.0,2017.0,
1552,Nate Stanley,BIG10,2017.0,55.9,-3.6,438.0,15.8,36.8,-6.7,-16.3,2.3,47.9,66.9,52.7,71.5,56.6,196.0,351.0,55.8,2437.0,6.9,70.0,26.0,6.0,25.0,135.2,,,,,,0.0,1.0
1553,Anthony Brown,ACC,2017.0,55.6,-9.8,324.0,5.0,-1.3,8.1,-4.3,2.6,42.2,67.4,52.3,73.3,58.3,134.0,258.0,51.9,1367.0,5.3,76.0,11.0,9.0,7.0,103.5,42.0,210.0,5.0,30.0,1.0,0.0,
1554,Thomas Sirk,American,2017.0,55.4,12.5,327.0,22.1,16.3,3.5,-3.1,5.5,59.8,19.1,44.2,9.7,48.6,132.0,236.0,55.9,1655.0,7.0,75.0,9.0,9.0,7.0,119.8,64.0,165.0,2.6,15.0,3.0,0.0,
1555,Zach Abey,American,2017.0,55.4,14.3,379.0,28.3,8.7,26.1,-5.7,-0.8,59.7,58.0,63.3,45.6,56.8,31.0,72.0,43.1,805.0,11.2,79.0,7.0,7.0,10.0,149.6,293.0,1413.0,4.8,75.0,19.0,22.0,
1556,Elijah Sindelar,BIG10,2017.0,55.3,-7.4,385.0,9.9,22.1,-0.4,-12.9,1.2,45.0,62.3,52.2,69.6,43.3,187.0,329.0,56.8,2099.0,6.4,54.0,18.0,7.0,18.0,124.2,,,,,,0.0,
1557,Gardner Minshew II,American,2017.0,54.1,10.6,351.0,17.3,18.7,-0.4,-3.5,2.6,57.8,19.1,44.2,9.7,48.6,174.0,304.0,57.2,2140.0,7.0,95.0,16.0,7.0,8.0,129.1,,,,,,0.0,1.0
1558,Luke Falk,PAC-12,2017.0,53.9,1.7,633.0,25.4,44.5,-1.5,-20.8,3.2,50.7,62.2,45.7,78.8,38.3,357.0,534.0,66.9,3593.0,6.7,61.0,30.0,13.0,39.0,137.0,,,,,,2017.0,1.0
1559,Armani Rogers,MTN-WEST,2017.0,53.4,19.5,352.0,30.2,10.3,32.8,-13.3,0.3,64.0,30.7,46.9,23.4,48.2,99.0,189.0,52.4,1471.0,7.8,94.0,6.0,5.0,22.0,122.9,146.0,780.0,5.3,83.0,8.0,0.0,
1560,Daniel Jones,ACC,2017.0,52.8,-4.6,646.0,22.8,15.9,23.8,-22.2,5.5,48.2,61.9,50.9,72.2,41.1,257.0,453.0,56.7,2691.0,5.9,58.0,14.0,11.0,28.0,112.0,161.0,518.0,3.2,33.0,7.0,0.0,1.0
1561,Justice Hansen,SUN-BELT,2017.0,52.4,36.9,671.0,58.4,63.6,10.9,-19.9,4.1,63.9,45.7,41.0,51.0,54.8,305.0,487.0,62.6,3967.0,8.1,73.0,37.0,16.0,31.0,149.6,135.0,422.0,3.1,38.0,7.0,0.0,
1562,Kurt Benkert,ACC,2017.0,52.3,-10.8,612.0,15.2,33.1,0.6,-21.4,2.8,45.4,46.8,35.4,59.1,53.1,298.0,509.0,58.5,3207.0,6.3,81.0,25.0,9.0,31.0,124.1,,,,,,0.0,
1563,Mike White,C-USA,2017.0,51.4,32.6,668.0,56.1,85.5,1.6,-31.6,0.6,62.4,24.4,31.4,25.9,50.2,368.0,560.0,65.7,4177.0,7.5,93.0,26.0,8.0,44.0,140.8,,,,,,0.0,1.0
1564,Peyton Ramsey,BIG10,2017.0,51.2,-2.4,327.0,10.9,19.4,-1.9,-9.3,2.7,48.1,59.3,48.2,66.9,53.2,134.0,205.0,65.4,1252.0,6.1,45.0,10.0,5.0,13.0,127.9,92.0,226.0,2.5,26.0,2.0,0.0,
1565,Conner Manning,SUN-BELT,2017.0,50.8,28.4,510.0,44.8,54.1,2.8,-11.8,-0.2,64.1,26.5,25.2,41.2,36.4,259.0,403.0,64.3,3146.0,7.8,71.0,14.0,7.0,21.0,137.8,64.0,123.0,1.9,44.0,1.0,0.0,
1566,Kellen Mond,SEC,2017.0,50.7,-6.3,340.0,8.5,4.2,12.9,-12.6,4.1,45.2,56.9,48.3,60.2,57.6,117.0,227.0,51.5,1375.0,6.1,81.0,8.0,6.0,19.0,108.8,89.0,340.0,3.8,79.0,3.0,0.0,
1567,Dalton Sturm,C-USA,2017.0,50.7,24.2,460.0,41.2,33.8,18.5,-14.2,3.4,63.3,40.7,34.5,53.5,46.6,185.0,297.0,62.3,2185.0,7.4,48.0,15.0,5.0,24.0,137.4,120.0,545.0,4.5,40.0,2.0,0.0,
1568,A.J. Erdely,C-USA,2017.0,49.5,24.4,486.0,40.1,31.5,23.9,-17.1,1.9,62.8,33.0,36.1,43.2,29.3,205.0,338.0,60.7,2331.0,6.9,74.0,16.0,4.0,23.0,131.8,122.0,320.0,2.6,41.0,13.0,0.0,
1569,Jordan Davis,SUN-BELT,2017.0,49.2,8.5,300.0,18.5,14.0,13.8,-10.1,0.9,57.3,22.4,40.3,18.0,45.2,122.0,215.0,56.7,1386.0,6.4,50.0,10.0,8.0,12.0,118.8,71.0,347.0,4.9,47.0,5.0,0.0,
1570,Gus Ragland,MAC,2017.0,48.9,12.6,375.0,26.6,31.5,3.0,-12.2,4.2,58.6,38.1,36.7,43.4,52.4,150.0,268.0,56.0,2032.0,7.6,55.0,19.0,7.0,18.0,137.8,74.0,123.0,1.7,22.0,3.0,0.0,
1571,J'Mar Smith,C-USA,2017.0,47.9,19.5,573.0,40.9,40.6,12.6,-16.2,3.9,58.7,38.6,41.6,41.8,43.7,229.0,409.0,56.0,2974.0,7.3,87.0,16.0,5.0,25.0,127.5,120.0,378.0,3.2,22.0,6.0,0.0,
1572,Kwadra Griggs,C-USA,2017.0,47.3,15.4,371.0,25.7,27.5,3.0,-5.5,0.8,60.6,39.7,35.3,49.7,45.7,148.0,264.0,56.1,1879.0,7.1,51.0,16.0,2.0,10.0,134.3,83.0,270.0,3.3,20.0,3.0,0.0,
1573,Sam Ehlinger,BIG12,2017.0,47.1,-10.0,412.0,9.1,13.9,2.1,-7.9,1.0,43.7,67.7,35.1,86.6,59.4,158.0,275.0,57.5,1915.0,7.0,90.0,11.0,7.0,11.0,124.1,114.0,385.0,3.4,24.0,2.0,0.0,
1574,Brogan Roback,MAC,2017.0,46.5,4.5,492.0,26.0,35.1,-2.0,-12.6,5.7,52.4,43.2,32.5,57.9,48.0,245.0,409.0,59.9,2890.0,7.1,74.0,19.0,15.0,16.0,127.3,,,,,,0.0,
1575,Ross Bowers,PAC-12,2017.0,45.7,-14.3,572.0,11.5,34.5,-1.5,-22.0,0.5,43.5,51.2,46.8,55.8,48.6,272.0,461.0,59.0,3039.0,6.6,75.0,18.0,12.0,34.0,122.1,,,,,,0.0,
1576,Brent Stockstill,C-USA,2017.0,45.6,5.2,295.0,16.5,19.6,1.6,-6.9,2.2,54.6,39.4,35.0,47.9,49.2,138.0,239.0,57.7,1672.0,7.0,63.0,16.0,8.0,13.0,131.9,37.0,41.0,1.1,20.0,0.0,0.0,
1577,Andrew Ford,INDEP,2017.0,45.3,15.2,453.0,32.6,52.5,3.6,-25.8,2.3,58.6,34.3,37.2,44.1,30.2,223.0,353.0,63.2,2924.0,8.3,69.0,22.0,4.0,38.0,151.1,,,,,,0.0,
1578,Tyler Rogers,INDEP,2017.0,44.7,4.1,684.0,32.7,45.9,3.4,-16.4,-0.4,51.5,35.0,36.7,40.8,43.7,348.0,566.0,61.5,4016.0,7.1,81.0,27.0,18.0,29.0,130.5,,,,,,0.0,
1579,James Blackman,ACC,2017.0,44.5,-23.8,403.0,-3.9,24.6,-8.5,-22.5,2.5,35.1,68.5,52.8,74.0,56.0,173.0,297.0,58.2,2230.0,7.5,60.0,19.0,11.0,29.0,135.0,,,,,,0.0,
1580,Chazz Surratt,ACC,2017.0,44.0,-16.2,290.0,-1.8,10.3,-3.0,-10.0,0.9,35.9,47.3,41.0,50.6,60.7,107.0,183.0,58.5,1342.0,7.3,54.0,8.0,3.0,14.0,131.2,85.0,210.0,2.5,59.0,5.0,0.0,
1581,Thomas Woodson,MAC,2017.0,42.2,-2.6,357.0,12.4,20.4,-3.9,-9.7,5.5,48.1,33.3,29.6,44.2,45.5,159.0,278.0,57.2,1777.0,6.4,45.0,14.0,9.0,16.0,121.0,,,,,,0.0,
1582,Kent Myers,MTN-WEST,2017.0,41.5,-5.1,297.0,6.4,7.1,9.0,-10.2,0.5,45.6,46.7,28.2,63.3,53.9,124.0,197.0,62.9,1278.0,6.5,49.0,8.0,7.0,21.0,123.7,80.0,291.0,3.6,68.0,5.0,0.0,
1583,Marcus Childers,MAC,2017.0,41.1,-7.3,440.0,11.6,18.0,3.3,-11.2,1.6,45.7,50.8,34.8,69.2,43.4,152.0,265.0,57.4,1674.0,6.3,73.0,16.0,5.0,18.0,126.6,143.0,473.0,3.3,32.0,5.0,0.0,
1584,Dru Brown,MTN-WEST,2017.0,40.5,-2.0,515.0,18.2,32.6,5.3,-20.3,0.6,49.0,20.4,37.2,13.7,60.5,254.0,412.0,61.7,2785.0,6.8,85.0,18.0,8.0,30.0,129.0,,,,,,0.0,
1585,Hayden Moore,American,2017.0,40.3,-11.1,564.0,13.4,24.3,0.9,-11.9,-0.6,44.9,27.8,37.2,29.2,42.5,239.0,424.0,56.4,2562.0,6.0,75.0,20.0,9.0,15.0,118.4,92.0,312.0,3.4,46.0,4.0,0.0,
1587,Shane Buechele,BIG12,2017.0,39.3,-11.4,301.0,2.6,13.1,6.5,-15.9,-1.1,40.3,67.7,35.1,86.6,59.4,137.0,213.0,64.3,1405.0,6.6,49.0,7.0,4.0,23.0,126.8,62.0,99.0,1.6,28.0,2.0,0.0,
1588,Christian Chapman,MTN-WEST,2017.0,38.7,-2.1,356.0,12.7,33.6,-3.2,-18.9,1.2,48.5,59.4,50.6,61.9,57.5,146.0,243.0,60.1,1873.0,7.7,89.0,13.0,4.0,29.0,139.2,,,,,,2017.0,
1589,Bryant Shirreffs,INDEP,2017.0,38.4,-1.8,378.0,13.3,28.3,-0.8,-17.0,2.7,48.7,24.2,34.1,26.1,40.8,171.0,260.0,65.8,2287.0,8.8,80.0,14.0,5.0,27.0,153.6,90.0,200.0,2.2,49.0,0.0,2017.0,
1590,Max Bortenschlager,BIG10,2017.0,38.4,-29.3,333.0,-10.2,4.7,-1.1,-17.5,3.9,28.6,42.5,47.4,36.8,63.6,121.0,233.0,51.9,1313.0,5.6,52.0,10.0,5.0,32.0,109.1,,,,,,0.0,
1591,John Urzua,C-USA,2017.0,38.1,-1.1,260.0,9.7,14.3,1.7,-7.7,1.4,48.9,39.4,35.0,47.9,49.2,136.0,220.0,61.8,1522.0,6.9,64.0,7.0,9.0,10.0,122.2,,,,,,0.0,
